username,password,dealername,firstname,lastname,phone,email,mileage,text,vin
automation,dealerfxqa,Audi of anytown usa,RGGHQX,GXLZBY,1938567772,dfxcucumbertest@yahoo.com,35001,JCQVTJ,WAUJ8GFFXG1034028
automation,dealerfxqa,Nissan of anytown usa,LVRHWQ,ORVGYR,4241638044,dfxcucumbertest@yahoo.com,35001,GOMTBH,1D8HB48P39F701276
automation,dealerfxqa,Nissan of anytown usa,XXLTGK,TPLGJZ,8768236193,dfxcucumbertest@yahoo.com,35001,QIJJPG,1D8HB48P39F701276
automation,dealerfxqa,Audi of anytown usa,DWRGYH,LRUNCB,1833476330,dfxcucumbertest@yahoo.com,35001,TTRIAU,WAUJ8GFFXG1034028
automation,dealerfxqa,Nissan of anytown usa,QOVQRR,VDLNHP,6341532122,dfxcucumbertest@yahoo.com,35001,GNGNPK,1D8HB48P39F701276
automation,dealerfxqa,Audi of anytown usa,LPERDU,RFQPNU,5247216403,dfxcucumbertest@yahoo.com,35001,RZTPKW,WAUJ8GFFXG1034028
automation,dealerfxqa,Nissan of anytown usa,DKORKZ,COVFVT,6739577188,dfxcucumbertest@yahoo.com,35001,SVSBXN,1D8HB48P39F701276
automation,dealerfxqa,Nissan of anytown usa,RTWLRQ,XECFMC,8110481006,dfxcucumbertest@yahoo.com,35001,OIXEHX,1D8HB48P39F701276
automation,dealerfxqa,Audi of anytown usa,DCOYLZ,QVSGDD,2003142620,dfxcucumbertest@yahoo.com,35001,TGVOHD,WAUJ8GFFXG1034028
automation,dealerfxqa,Nissan of anytown usa,MHWSNO,XWUUQN,1431836990,dfxcucumbertest@yahoo.com,35001,EQDTMC,1D8HB48P39F701276
automation,dealerfxqa,Audi of anytown usa,DLVAUV,CYOMIQ,2654693959,dfxcucumbertest@yahoo.com,35001,TLSOAU,WAUJ8GFFXG1034028
automation,dealerfxqa,Nissan of anytown usa,AJVQLY,HTVNYI,5879093241,dfxcucumbertest@yahoo.com,35001,KIDMQV,1D8HB48P39F701276
automation,dealerfxqa,Nissan of anytown usa,MXZUUZ,BMZUBT,3927398485,dfxcucumbertest@yahoo.com,35001,GTZIWT,1D8HB48P39F701276
automation,dealerfxqa,Audi of anytown usa,JHMWZP,OWBPNI,9993945792,dfxcucumbertest@yahoo.com,35001,GOYRIA,WAUJ8GFFXG1034028
automation,dealerfxqa,Nissan of anytown usa,UTBSCN,MOSTQF,3408507349,dfxcucumbertest@yahoo.com,35001,KQTMHO,1D8HB48P39F701276
automation,dealerfxqa,Audi of anytown usa,VOOUXB,AMSCBR,8665587634,dfxcucumbertest@yahoo.com,35001,MAOZUW,WAUJ8GFFXG1034028
automation,dealerfxqa,Nissan of anytown usa,JKYAPL,WYTDOO,8669306880,dfxcucumbertest@yahoo.com,35001,AMEZTS,1D8HB48P39F701276
automation,dealerfxqa,Nissan of anytown usa,ZALSZW,JADCUP,3244670776,dfxcucumbertest@yahoo.com,35001,OXJHOR,1D8HB48P39F701276
automation,dealerfxqa,Audi of anytown usa,DBAGVR,NFVBTT,4301497412,dfxcucumbertest@yahoo.com,35001,HVYQHF,WAUJ8GFFXG1034028
automation,dealerfxqa,Nissan of anytown usa,XDGZTF,SHXSCE,8520561835,dfxcucumbertest@yahoo.com,35001,BMTQUO,1D8HB48P39F701276
automation,dealerfxqa,Audi of anytown usa,YFPISJ,PXQAGT,7304212404,dfxcucumbertest@yahoo.com,35001,CDIWBZ,WAUJ8GFFXG1034028
automation,dealerfxqa,Nissan of anytown usa,UAMVDC,XVOTCD,7990970714,dfxcucumbertest@yahoo.com,35001,TTSQOC,1D8HB48P39F701276
automation,dealerfxqa,Nissan of anytown usa,IIRSYS,LMQWLO,6484571850,dfxcucumbertest@yahoo.com,35001,AGZWNX,1D8HB48P39F701276
automation,dealerfxqa,Audi of anytown usa,HVPXIE,DBSYLS,1254395776,dfxcucumbertest@yahoo.com,35001,RRERLE,WAUJ8GFFXG1034028
automation,dealerfxqa,Nissan of anytown usa,ZLFWQJ,IHGVFO,2958668195,dfxcucumbertest@yahoo.com,35001,XBHZUA,1D8HB48P39F701276
automation,dealerfxqa,Audi of anytown usa,RQZYTX,UUZQQE,3696494148,dfxcucumbertest@yahoo.com,35001,KWLSLA,WAUJ8GFFXG1034028
automation,dealerfxqa,Nissan of anytown usa,DETJRW,ZLOAHS,8041520474,dfxcucumbertest@yahoo.com,35001,EGAAZK,1D8HB48P39F701276
automation,dealerfxqa,Nissan of anytown usa,BUUSSY,JCILDZ,4638225401,dfxcucumbertest@yahoo.com,35001,YAJYSR,1D8HB48P39F701276
automation,dealerfxqa,Audi of anytown usa,OWGVCA,NPDGGC,5672151925,dfxcucumbertest@yahoo.com,35001,EKQXQP,WAUJ8GFFXG1034028
